@relation sulfurCatalyst

@attribute feature_0 numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute feature_10 numeric
@attribute feature_11 numeric
@attribute target numeric

@data
1.0998,0.001636,354.03,363.82,370.41,386.35,395.06,382.11,371.13,366.27,365.07,0.17431,0.58613
1.1531,0.001588,357.11,367.01,373.4,387.75,395.68,385.2,374.86,368.6,367.24,0.17491,0.59695
1.17,0.001373,361.81,370.92,377.18,387.28,395.19,386.61,377.79,372.54,372.53,0.1744,0.58799
1.1642,0.001365,363.76,374.59,382.47,394.35,398.86,389.22,381.08,377.55,374.95,0.17401,0.58943
1.1774,0.001487,367.85,376.2,387.51,398.85,402.92,392.75,384.65,379.87,378.6,0.17496,0.5956
1.2503,0.001422,363.74,373.74,378.56,390.75,396.05,388.91,379.64,376.61,374.72,0.17595,0.59259
1.2376,0.001683,357.68,365.27,372.22,385.08,394.23,386.67,376.56,369.98,366.69,0.17644,0.59447
1.26,0.001414,353.59,360.45,363.5,373.79,383.15,379.86,371.78,364.86,363.44,0.17593,0.58685
1.2459,0.00162,349.79,357.53,361.84,372.58,382.35,380.12,369.63,362.16,361.65,0.17491,0.59255
1.2714,0.001493,348.81,356.27,359.33,367.94,378.07,376.92,367.21,361,358.41,0.17473,0.58707
1.2244,0.00165,348.5,356.61,360.6,370.71,382.45,379.77,369.22,361.21,359.6,0.17521,0.58826
1.2062,0.001379,348.61,357.43,357.28,365.99,376.02,374.71,367.14,361.22,358.58,0.17399,0.58371
1.2196,0.001453,347.85,355.45,357.77,367.61,378,375.55,365.37,359.05,359.09,0.17364,0.59115
1.0569,0.00182,345.7,354.99,362.05,377.88,391.1,379.44,364.86,358.25,355.54,0.17354,0.58342
1.0549,0.001642,343.57,350.01,352.81,365.38,380.95,373.72,360.46,352.98,352.71,0.17557,0.58665
1.0397,0.001797,337.63,345.38,347.78,360.59,378.54,372.42,358.76,349.71,348.12,0.17222,0.59117
1.054,0.001732,333.42,341.42,340.9,350.81,366.07,369.79,356.72,347.34,344.91,0.17222,0.58554
1.053,0.001863,331.76,338.34,337.65,345.66,360.98,368.38,356.45,345.61,342.66,0.17251,0.59274
1.0486,0.00189,329.07,336.16,334.32,341.11,354.82,365.77,355.26,343.42,340.79,0.17162,0.58386
1.0535,0.001499,327.57,336.43,333.59,338.34,348.06,354.92,350.89,342.19,340.13,0.17365,0.5832
1.0555,0.001884,326.71,334.76,333.42,338.35,351.56,363.03,355.67,343.1,338.89,0.17159,0.58801
1.0537,0.001556,324.12,332.51,328.75,333.77,342.86,351.61,349.68,340.91,338.26,0.17377,0.58374
1.1082,0.001664,324.27,330.96,329.17,333.6,340.82,348.64,349.94,341.96,338.89,0.17585,0.58913
1.1471,0.001617,324.04,331.22,327.96,331.88,340.02,346.9,349.01,343.07,338.87,0.17309,0.58227
1.189,0.001576,325.74,333.19,329.4,334.04,340.12,347.74,349.38,344.34,340.32,0.17376,0.58415
1.1929,0.001723,327.62,335.73,332.56,336.61,345.71,354.57,354.7,345.38,342.29,0.17318,0.58139
1.1819,0.001533,327.93,336.6,334.22,338.07,347.04,354.95,352.65,345.87,343.53,0.17521,0.59214
1.1774,0.001487,329.41,338.04,334.3,338.71,348.29,355.89,352.54,346.03,342.77,0.17632,0.58901
1.1855,0.001657,330.86,338.58,335.04,340.04,350.52,359.91,354.93,347.75,343.07,0.17562,0.58836
1.1663,0.001286,329.48,338.15,334.32,340.25,347.01,353.97,352.43,346.31,344.15,0.17517,0.58661
1.1684,0.001407,329.39,339.88,334.48,340.43,348.44,354.98,353.42,346.74,343.19,0.17359,0.58655
1.1886,0.001532,329.93,339.02,335.61,340.03,348.94,357.91,353.66,346.42,344.4,0.17466,0.58718
1.186,0.001435,329.78,339.86,336.22,340.4,348.97,355.48,354.38,346.77,343.53,0.17629,0.58133
1.1777,0.001772,331.99,339.31,336.47,343.26,355.77,364.73,357.62,347.28,343.92,0.17514,0.57987
1.1541,0.001692,332.44,341.9,338.44,345.88,358.91,365.34,356.98,349.47,346.17,0.17442,0.58669
1.1968,0.001709,334.5,343.06,341.02,346.73,360.6,365.82,358.69,350.3,347.92,0.1755,0.58492
1.1767,0.001664,336.08,343.61,343.38,350.41,363.44,368.11,360.2,350.89,349.05,0.17597,0.58985
1.1903,0.001689,338.58,345.75,345.54,353.45,366.65,370.8,361.32,352.24,349.32,0.17505,0.58293
1.1978,0.001199,338.81,347.24,344.77,350.79,359.79,362.4,356.84,351.47,349.65,0.17539,0.58589
1.1929,0.001318,340.79,347.27,345.88,352.88,363.59,365.05,358.83,352.99,350.23,0.17469,0.58217
1.1804,0.001441,340.73,348.87,348.21,355.24,366,368.42,361.38,353.08,351.54,0.1745,0.58005
1.1952,0.001584,341.24,348.75,349.25,356.99,370.22,371.18,362.13,354.29,352.77,0.17425,0.58011
1.1889,0.001553,342.39,352.31,351.44,360.08,372.89,374.09,362.96,355.71,354.13,0.17372,0.58608
1.1642,0.001739,343.28,353.91,354.05,366.23,381.54,376.64,364.8,356.59,356.04,0.17551,0.58822
1.1982,0.001635,344.51,353.16,355.29,363.94,379.17,376.55,366.11,357.5,356.01,0.17632,0.57988
1.198,0.001427,344.54,354.46,354.06,362.25,374.61,372.54,364.96,357.96,356.27,0.17491,0.58379
1.1894,0.001684,345.22,354.09,356.12,366.92,380.32,377.23,365.33,359.1,357.56,0.1747,0.58902
1.1702,0.001738,346.28,355.73,356.46,368.91,382.44,378.55,367.6,358.93,356.29,0.1753,0.58144
1.178,0.001606,345.46,354.9,356.99,366.24,379.07,376.16,366.26,359.83,357.67,0.17446,0.58844
1.1692,0.001918,346.91,356.77,359.1,374.42,388.72,381.51,369.36,360.6,357.92,0.17239,0.58675
1.185,0.001764,346.88,355.91,359.17,371.45,386.17,380.62,368.86,360.28,358.25,0.17346,0.57893
1.186,0.001569,348.23,356.43,359.38,368.73,380.65,378.68,367.35,360.55,359.93,0.17571,0.58671
1.1882,0.001586,348.31,357.42,359.69,369.22,382.77,379.35,368.13,361.92,360.48,0.175,0.58185
1.193,0.001775,346.36,357.18,357.48,369.57,385.81,381.4,368.9,360.22,359.88,0.17434,0.58595
1.1852,0.001415,345.21,356.63,355.81,364.37,376.49,374.57,366.48,361.04,358.21,0.17672,0.58188
1.1776,0.001576,345.71,355.11,357.1,367.67,380.38,377.51,366.81,358.73,357.73,0.17465,0.58574
1.1977,0.001861,345.26,354.71,358.95,371.69,386.44,380.11,367.34,360.3,358.07,0.17535,0.57963
1.1768,0.001412,347.58,356.68,357.55,367.34,377.76,376.11,366.3,359.99,359.59,0.17625,0.58075
1.1938,0.001279,348.97,357.63,359.16,367.89,375.93,374.76,366.64,362.48,360.55,0.17486,0.58248
1.1869,0.001682,350.6,359.46,363.02,376.41,388.58,382.3,369.74,363.74,361.49,0.17388,0.58044
1.19,0.001893,350.52,358.91,364.07,379.76,393.19,384.46,370.17,362.01,361.29,0.1751,0.58335
1.185,0.001883,345.98,355.48,358.9,371.45,387.64,380.38,366.67,358.45,357.91,0.17387,0.57845
1.1776,0.001796,344.45,351.62,355.57,366.38,381.78,377.71,364.63,357.84,354.36,0.17476,0.58203
1.1989,0.002036,342.91,350.57,353.04,365.76,385.84,381.29,365.18,357.36,353.49,0.17259,0.57551
1.1789,0.001562,342.41,351.33,350.32,358.45,372.39,371.83,362.29,354.43,353.21,0.17376,0.5785
1.1845,0.001504,341.03,347.46,347.16,355.41,365.98,369.63,360.29,352.61,351.97,0.17418,0.57877
1.1862,0.001619,334.89,342.15,341.11,346.67,359.53,364.97,357.81,349.51,347.48,0.17583,0.5837
1.1698,0.001601,332.08,339.99,337.17,340.82,351.53,359.71,354.44,347.19,343.22,0.17451,0.58142
1.189,0.002017,329.48,336.85,334.16,340.52,351.08,363.18,358.51,347.37,342.05,0.17169,0.58362
1.1839,0.001736,326.46,335.48,331.16,335.7,344.13,354.12,353.89,345,342.09,0.17436,0.58371
1.1824,0.001682,326.19,332.83,330.52,334.55,341.42,350.53,351.13,345.09,339.98,0.17364,0.58069
1.1774,0.001537,324.76,333.47,329.88,333.73,340.27,347.01,348.54,342.85,340.52,0.17331,0.5788
1.1632,0.001306,325.4,332.67,328.85,334.31,339.42,346.14,345.95,342.17,339.16,0.17561,0.58442
1.1962,0.001646,324.89,334.42,329.95,333.94,342.83,349.82,352.17,344.69,341.86,0.17594,0.58278
1.1873,0.001642,325.51,335.06,330.57,335.13,341.44,350.39,350.87,344.33,340.1,0.1752,0.5772
1.1953,0.001894,327.83,334.13,332.61,335.85,346.58,357.09,355.37,346.52,342.15,0.17278,0.57595
1.1804,0.00147,327.65,334.9,332.83,336.97,343.66,352.17,350.32,345.65,340.89,0.17444,0.58223
1.1947,0.001858,329.47,336.44,333.49,339.16,349.49,359.85,356.9,346.87,343.47,0.17494,0.58415
1.1798,0.001538,330.15,336.8,334.97,339.63,347.24,355.54,353.9,345.54,343.41,0.1758,0.58404
1.1995,0.00145,329.16,337.55,334.29,337.49,345.09,353.86,352.75,345.5,342.3,0.17353,0.57885
1.0946,0.001509,327.74,333.58,332.07,336.51,345.18,353.03,350.86,343.26,339.15,0.17321,0.57333
1.0873,0.001858,323.03,331.04,326.96,332.23,340.03,351.02,352.01,341.01,337.14,0.17359,0.57834
1.0427,0.001703,317.98,325.93,323.34,327.57,333.6,340.66,343.56,338.22,334.02,0.1752,0.58281
1.0413,0.001376,315.02,321.65,318.23,321.06,326.31,331.08,332.96,331.9,330.45,0.17573,0.58014
1.0583,0.001721,313.04,320.69,315.37,319.82,324.95,329.73,332.42,330.61,329.5,0.17302,0.5825
1.0444,0.001475,312.25,320.16,316.99,319.78,324.5,328.77,331.11,330.64,328.35,0.17432,0.58174
1.0477,0.00188,315.42,323.03,317.89,323.13,328.3,334.93,338.56,336.4,332.36,0.17359,0.58252
1.1332,0.001582,315.49,323.47,318.43,321.7,327.35,331.35,334.6,334.28,331.41,0.17432,0.57818
1.1272,0.001566,318.07,326.5,320.82,325.23,330.08,334.92,338.19,336.09,335.15,0.17494,0.58137
1.1063,0.001424,319.69,329.01,323.91,326.99,332.59,338.74,340.52,338.67,336.17,0.17385,0.57689
1.1313,0.00169,321.89,329.78,327.42,331.14,337.55,345.6,346.51,341.74,337.79,0.17283,0.57957
1.1223,0.001611,323.77,331.74,328.76,331.94,338.16,346.03,348.26,342.92,339.13,0.17305,0.57318
1.1255,0.001535,324.39,332.4,329.2,332.85,340.52,346.4,347.85,343.12,338.52,0.17424,0.57054
1.1115,0.001599,324.61,332.45,328.81,334.49,341.73,349.69,349.13,343.01,338.32,0.17403,0.57056
1.1504,0.001581,324.63,332.05,329.12,333.55,340.89,348.65,348.56,343.79,339.04,0.17292,0.57577
1.1407,0.001721,324.68,334.02,330.14,334.39,342.37,351,350.75,343.46,340.53,0.17281,0.57098
1.1408,0.001799,324.11,333.93,330.54,334.05,342.97,352,352.91,343.95,339.12,0.17537,0.57381
1.1365,0.001769,324.81,333.34,329.89,333.26,341.8,352.48,352.45,343.33,339.94,0.17427,0.57556
1.1342,0.001402,325.33,334.53,330.72,333.73,340.57,348.25,348.41,342.01,339.59,0.17677,0.57455
1.1261,0.001641,325.46,334.98,330.06,335.91,343.77,352.29,351.99,343.01,341.01,0.1735,0.57478
1.1059,0.001558,326.92,335.3,332.34,336.56,345.09,352.83,352.38,343.29,340.16,0.17382,0.57255
1.0496,0.001515,325.69,334.92,331.98,336.36,345.42,354.6,351.22,342.63,339.28,0.17336,0.5794
1.05,0.001576,325.67,332.85,332.06,336.83,345.16,353.31,350.49,342.98,338.36,0.17565,0.57302
1.0576,0.001723,322.63,313.49,324.74,325.99,326.74,326.76,325.91,324,323.15,0.17536,0.57769
1.0571,0.00162,321.3,304.62,320.1,318.31,317.34,315.63,313.11,312.26,311.11,0.17351,0.56909
1.0553,0.001272,319.83,304.27,318.65,317.63,315.76,313.13,310.6,309.51,309.91,0.17691,0.5769
1.0543,0.001503,320.57,304.14,319.44,318.97,316.13,313.67,311.89,310.71,309.79,0.17519,0.57119
1.0693,0.001746,321.17,303.79,320.41,319.64,317.29,314.95,313.12,311.01,311.15,0.17341,0.56953
1.0615,0.001249,322.9,305.46,321.49,319.39,318.29,314.55,313.68,311.69,310.83,0.17406,0.56855
1.0574,0.001736,321.44,304.62,320.81,319.47,318.84,316.59,314.01,313.53,312.15,0.17281,0.56941
1.0632,0.001435,319.65,304.14,318.55,319.08,316.27,314.82,313.14,312.1,311.15,0.17333,0.57219
1.07,0.001558,317.26,300.41,315.73,313.7,311.35,309.2,306.7,306.98,306.57,0.17463,0.56815
1.0535,0.001777,317.49,298.16,316.75,315.26,311.47,309.08,306.85,304.65,305.72,0.17316,0.57508
0.95627,0.002039,322.15,301.44,321.26,318.8,317.78,315.02,311.8,309.65,308.93,0.17077,0.57197
0.95904,0.001452,324.89,305.59,324.31,323.24,320.51,316.85,315.13,311.93,312.64,0.17409,0.57689
0.9578,0.001772,326.3,304.18,323.98,323.8,320.19,317.7,315.89,312.93,311.26,0.17261,0.56914
0.95556,0.001745,325.22,304.6,323.73,322.73,320.02,317.82,314.37,311.49,311.59,0.17264,0.57272
0.97305,0.001566,324.38,304.47,322.4,321.79,318.77,316.45,313.33,310.57,311.36,0.17418,0.57204
0.96272,0.001446,322.9,303.43,321.57,319.32,318.05,314.49,311.35,310.83,309.68,0.17515,0.56869
0.96192,0.001414,323.14,303.06,321.22,318.56,316.01,313.45,311.15,308.57,309.43,0.17445,0.57023
0.9618,0.001867,323.25,302.69,321.72,319.37,318.35,313.99,312.5,310.11,310.03,0.17329,0.57383
0.95156,0.001609,322.82,302.9,322.64,320.51,318.43,314.96,312.73,310.84,309.65,0.17259,0.56958
0.94865,0.001984,325.16,304.27,324.22,322.76,320.58,317.62,315.11,312.57,312.58,0.17236,0.5761
0.96205,0.001405,325.63,305.83,323.21,322.32,319.94,316.2,313.39,311.41,311.19,0.17306,0.56873
0.9627,0.001626,325.69,306.22,325.25,323.91,321.37,318.15,316.15,314.04,312.79,0.17482,0.56596
0.95491,0.002023,326.27,305.91,326.79,324.86,324.57,320.52,317.7,316.22,314.11,0.17215,0.57179
0.95654,0.001553,327.03,306.89,326.38,324.9,322.8,319.54,316.68,313.39,313.91,0.17273,0.57554
0.97114,0.001337,327.91,307.36,326.66,325.41,322,319.32,315.12,314.44,312.47,0.17547,0.5664
1.0189,0.00165,327.88,306.64,326.48,326.74,323.17,321.35,317.25,314.58,315.11,0.17382,0.56543
1.0342,0.001592,329.6,308.74,328.68,328.66,325.55,323.07,319.03,317.69,316.4,0.17356,0.56872
1.0972,0.001597,333.09,311.67,332.53,332.44,329.94,326.97,323.09,320.8,320.01,0.17319,0.56603
1.1714,0.001513,339.86,317.74,339.65,341.08,338.99,336.76,331.58,326.03,323.47,0.17466,0.57347
1.147,0.001907,347.32,325.3,352.62,359.72,364.63,356.52,342.63,331.78,328.76,0.17324,0.56899
1.1523,0.00153,353.17,330.15,358.35,362.22,364.69,355.21,344.01,335.05,332.98,0.17323,0.56756
1.16,0.001721,354.67,331.9,362.15,368.77,370.09,359.45,345.5,336.16,333.78,0.17382,0.56414
1.1576,0.00157,347.35,323.31,349.39,352.1,353.4,347.66,338.06,329.89,328.11,0.17504,0.56733
1.1392,0.001521,339.64,316.02,338.74,339.76,338.18,334.78,329.23,324.23,323.17,0.17503,0.57021
1.1587,0.00136,333.12,312.17,332.32,330.82,329.26,325,322.11,319.61,316.95,0.17577,0.572
1.1616,0.001836,329,307.61,329.15,327.55,325.63,321.74,319.36,315.8,314.63,0.17307,0.57367
1.1675,0.001442,325.68,303.12,322.9,322.64,318.65,315.47,312.29,310,310.45,0.17575,0.5648
1.151,0.001861,323.08,300.82,321.44,318.95,316.88,313.2,310.5,307.46,307.96,0.17541,0.56653
1.1749,0.001549,321.84,299.25,319.04,317.57,314.4,310.75,306.69,305.83,304.86,0.17342,0.57012
1.1601,0.00165,320.54,298.74,319.41,317.32,313.88,309.73,306.36,305.46,304.47,0.17539,0.56683
1.1628,0.001297,320.19,298.71,317.9,315.82,312.79,308.09,304.85,303.2,304.22,0.17451,0.57058
1.1527,0.001488,320.11,299.15,318,316.29,312.74,308.75,305.41,303.98,304.16,0.17371,0.56992
1.1623,0.001645,319.79,298.58,318.94,315.39,312.84,309.56,305.73,305.43,304.13,0.17474,0.56827
1.1522,0.001657,322.16,299.15,319.73,316.29,313.46,308.99,306.04,305.19,304.7,0.1742,0.56852
1.1419,0.001585,320.2,296.71,317.43,315.4,312.06,307.44,304.29,302.37,302.02,0.17479,0.56933
1.1558,0.001478,318.72,295.21,315.65,314.01,310.12,306.27,302.85,301.78,300.79,0.17469,0.56257
1.1512,0.001725,319.9,295.98,316.51,314.77,310.46,306.43,303.34,300.82,301.7,0.17464,0.57158
1.147,0.001693,316.72,292.29,313.17,310.86,307.36,302.54,299.37,299.18,298.38,0.17621,0.56857
1.168,0.001355,313.4,288.71,309.84,306.02,302.46,297.84,294.6,294.13,293.52,0.17546,0.56185
1.1638,0.001535,313.95,290.31,309.93,307.15,304.52,299.19,297.1,295.94,295.27,0.17705,0.56678
1.1526,0.001716,316.27,294.38,314.79,311.11,307.49,305.2,301.09,300.06,299.07,0.17462,0.56262
1.157,0.001463,318.72,296.55,317.39,314.94,310.49,307.43,304.7,303.07,302.2,0.17431,0.56412
1.1509,0.001911,320.71,298.19,318.08,315.36,312.84,307.94,306.03,303.96,303.92,0.17594,0.56551
1.154,0.001874,320.88,298.23,318.18,316.21,312.33,308.15,305.72,303.82,302.6,0.17588,0.57049
1.1797,0.001582,321.19,298.18,318,315.64,312.92,308.53,304.91,304.1,303.16,0.17646,0.56458
1.1626,0.00215,321.7,298.86,319.04,317.46,314.52,310.8,308.3,305.04,304.02,0.17591,0.56079
1.1806,0.001565,322.26,299.38,319.09,316.75,313.73,309.95,306.79,304.88,303.65,0.17585,0.56736
1.1966,0.001579,321.84,300.26,319.25,317.71,313.88,310.58,308.6,307.56,305.71,0.1762,0.56098
1.3713,0.001638,321.02,294.93,319.49,315.45,312.51,307.14,303.23,302.07,300.41,0.17659,0.56029
1.3854,0.001848,328.06,310.55,327.1,327.2,325.74,324.49,321.47,319.83,318.89,0.174,0.57006
1.2955,0.001606,334.88,317.13,335.21,335.93,335.51,332.13,329.15,326.75,323.61,0.17538,0.56911
1.2438,0.001884,338.74,320.77,341.51,342.43,343.94,342.64,338.62,331,329.15,0.17453,0.56641
1.2606,0.001566,340.18,320.75,341.98,341.99,342.62,339.88,334.98,329.33,328.76,0.17421,0.56268
1.2407,0.001785,341.42,321.39,344.3,345.31,346.28,344.79,339.64,331.72,328.97,0.17441,0.55989
1.1856,0.001824,341.55,321.28,343.62,346.38,348.82,346.99,337.92,330.27,327.4,0.17332,0.56903
1.1873,0.001463,337.7,320.53,337.81,339.69,338.48,336.32,333.78,328.06,326.09,0.17523,0.56992
1.1829,0.001576,333.5,316.08,334.57,333.38,333.12,331.6,327.78,324.07,322.55,0.17414,0.56564
1.2007,0.001808,329.23,313.36,329.49,330.47,330.19,328.15,325.43,323.51,322.52,0.17432,0.56469
1.2201,0.001621,326.21,310.17,324.68,324.44,323.76,322.37,319.71,318.29,317.25,0.17502,0.56633
1.2455,0.001566,326.04,309.46,324.44,323.99,322.77,319.97,317.88,316.42,316.8,0.17662,0.56099
1.2356,0.001703,326.81,308.25,325.23,325.35,324.02,322.07,318.76,317.57,316.55,0.17629,0.5636
1.2439,0.001657,327.55,310.96,326.55,326.25,325.24,322.3,321.38,319.05,317.18,0.17622,0.567
1.2595,0.00186,326.86,312.02,327.43,326.63,326.92,324.76,323.25,322.44,320.15,0.17273,0.56315
1.2408,0.00167,329.92,312.83,328.42,328.6,328.96,326.23,324.79,322.74,321.27,0.17607,0.56728
1.2516,0.001803,331.45,315.3,331.63,331.4,331.49,331.69,328.63,325.3,323.09,0.17384,0.5638
1.244,0.001886,333.57,316.94,335.19,336.9,337.18,335.8,333.29,328.65,327.04,0.17331,0.56502
1.3046,0.001291,336.13,318.05,336.83,335.76,335.28,333.36,329.23,325.62,324.36,0.17545,0.56344
1.2777,0.001386,339.52,320.2,340.6,340.69,340.93,338.05,333.24,328.69,327.84,0.17576,0.56698
1.2822,0.001633,341.2,323.75,343.2,345.98,346.64,344.63,340.29,333.02,330.35,0.17408,0.56566
1.2971,0.001901,340.62,324.11,344.04,346.83,349.94,351.19,344.16,335.64,332.26,0.17371,0.5607
1.2781,0.001404,342.17,324.35,342.69,343.85,343.24,341.99,336.69,332.9,329.87,0.17526,0.55989
1.3062,0.001582,342.64,324.22,343.59,345.29,345.48,344.59,339,333.66,330.07,0.1769,0.56363
1.1864,0.001496,342.23,323.17,344.11,346.72,348.57,345.14,338,331.26,329.17,0.1738,0.56895
1.1817,0.001527,341.35,323.43,344.11,344.89,345.72,343.99,336.74,331.36,329.49,0.17352,0.56503
1.1992,0.00156,339.84,322.93,341.69,343.66,344.65,342.35,337.62,330.43,329.78,0.17542,0.56055
1.1714,0.001567,337.55,319.74,339.93,340.04,340.67,339.62,335.04,328.74,327.53,0.17368,0.56546
1.1936,0.001551,338.2,318.47,339.14,339.59,339.06,336.92,332.06,327.63,326.41,0.17648,0.56188
1.2407,0.001553,338.09,319.25,338.2,338.43,337.64,335.88,333.23,328.12,325.97,0.17597,0.57092
1.2721,0.001519,338.37,319.31,338.9,339.26,337.82,336.38,333.6,328.79,326.56,0.17619,0.56061
1.2555,0.001558,338.34,320.81,338.4,339.24,340.11,338.35,334.27,330.74,327.37,0.17633,0.55967
1.2511,0.001569,339.12,321.59,339.99,340.91,342.06,339.81,335.45,330.09,329.29,0.17516,0.56513
1.2408,0.001479,339.99,323.34,342.07,342.19,342.37,341.9,337.01,330.67,329.19,0.17583,0.56016
1.3058,0.001763,342.39,323.76,343.49,345.91,346.25,346.28,341.31,333.96,331.28,0.17316,0.56696
1.3164,0.001812,342.99,326.27,346.87,349.19,352.17,351.71,344.15,335.8,332.73,0.17402,0.56001
1.3047,0.001521,346.09,328.33,349.56,351.83,353.77,351.74,343.24,336.9,333.66,0.17693,0.55991
1.3244,0.001847,349.5,330.45,353.76,359.78,364.22,359.39,348.71,339.36,336.85,0.17505,0.56726
1.3096,0.001624,351.31,332.36,355.88,360.27,362.83,359.52,348.37,339.99,336.9,0.17684,0.5708
1.3024,0.002273,349.29,328.05,355.24,361.61,368.87,365.36,349.98,338.08,333.9,0.17323,0.56795
1.3201,0.001565,341.48,320.44,341.51,343.16,343.09,340.32,335.85,331.1,327.48,0.17476,0.56757
1.306,0.001645,337.36,315.26,336.7,336.12,336.24,332.94,330.45,326.45,324.45,0.17552,0.56277
1.3147,0.001633,334.45,312.26,332.6,331.86,331.49,328.5,324.43,322.42,321.05,0.17376,0.56346
1.3092,0.001552,332.01,312.12,331.09,330.77,329.17,326.21,322.99,320.86,318.46,0.17511,0.56807
1.3324,0.001528,332.21,310.75,329.85,329.92,328.22,323.97,321.21,320.01,318.84,0.17727,0.56214
1.3186,0.001581,331.46,311.16,330.26,328.53,328.01,323.67,321.2,318.05,318.3,0.17499,0.56995
1.3332,0.001846,330.14,310.33,329.02,329.21,327.72,324.79,322.59,319.91,318.77,0.17429,0.56253
1.3294,0.001549,329,308.37,328.33,326.54,325.83,321.55,318.88,316.39,316.34,0.17443,0.56006
1.4393,0.001468,328.31,307.89,325.96,325.6,323.21,321.6,317.47,315.67,315.48,0.17464,0.56332
1.4419,0.001319,326.48,309.33,326.52,324.56,322.84,319.57,317.45,316.16,314.16,0.17512,0.56772
1.4455,0.001529,328.39,309.9,327.06,325.5,325.07,322.68,320.15,317.89,317.47,0.17661,0.56522
1.4654,0.001562,330.18,312.06,328.19,327.32,325.46,323.61,321.69,319.03,319.79,0.17433,0.5609
1.4279,0.001851,329.21,311.89,327.97,327.37,327.12,325.02,322.96,321.29,318.81,0.17447,0.56343
1.4341,0.001561,328.2,312.13,327.41,328.32,325.77,324.49,321.87,319.32,319.16,0.1754,0.56931
1.4479,0.001939,329.14,311.53,329.57,328.98,326.9,325.65,322.64,320.88,319.67,0.17521,0.56398
1.3777,0.001517,329.3,311.03,328.13,327.38,325.35,323.58,322.12,319.62,318.94,0.1758,0.5667
1.3767,0.001562,327.67,311.2,328.42,326.26,324.92,324.04,322.1,319.38,319.27,0.1757,0.56866
1.2044,0.001731,326.84,311.05,327.01,326.38,326.19,324.09,322.17,320.09,319.45,0.17548,0.56156
1.1854,0.001875,324.65,306.49,323.08,323.39,322.21,319.94,317.29,316.51,315.56,0.17279,0.57089
1.1881,0.001577,319.17,303.92,319.61,317.95,315.87,313.8,312.41,310.77,309.84,0.17382,0.56846
1.1794,0.001987,315.75,299.19,314.74,312.55,310.68,309.52,307.8,306.54,305.95,0.1731,0.56727
1.1973,0.00157,316.46,302.52,315.9,315.17,313.79,311.11,310.08,309.23,308.73,0.17621,0.56137
1.1847,0.001648,318.97,305.44,318.32,318.55,317.27,315.15,312.78,312.27,311.97,0.17531,0.56298
1.1831,0.00182,323.16,309.18,324.51,324.09,322.72,322.12,319.34,317.79,316.62,0.17436,0.57033
1.1888,0.001555,327.93,313.81,329.17,328.64,327.6,326.06,324.58,321.44,320.56,0.17447,0.56202
1.1657,0.001702,332.22,315.35,331.84,332.67,332.81,331.04,328.15,325.57,323.42,0.17578,0.56817
1.1873,0.001517,333.54,315.87,333.72,332.63,331.94,329.61,326.69,324.43,323.21,0.17629,0.56974
1.1878,0.001769,333.82,315.13,332.96,333.6,333.87,332.27,328.66,326,323.24,0.17357,0.56393
1.1772,0.001363,335.12,315.73,334.02,333.08,332.86,330.94,328.19,324.39,322.51,0.17402,0.5601
1.2374,0.001533,334.49,317.68,336.29,336.38,334.36,333.55,329.16,325.57,324.24,0.17476,0.56819
1.3048,0.001574,334.47,319.55,334.96,336.84,335.22,335.27,331.79,328.42,326.02,0.17646,0.56447
1.3122,0.001455,335.93,320.22,337.95,337.18,338.63,337.13,333.81,330.88,327.52,0.17512,0.5664
1.3485,0.00165,338.11,323.16,340.6,341.63,341.62,341.9,337.43,334.39,331.3,0.17683,0.55968
