@relation bank32nh

@attribute feature_0 numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute target numeric

@data
1,1,0,-1,1,-1,1,-1,1,-1,4.30801
1,1,1,0,-1,0,-1,-1,-1,-1,7.88507
1,-1,1,1,-1,0,1,-1,1,-1,1.10626
1,-1,-1,1,-1,-1,0,1,0,1,-0.558858
1,0,0,-1,-1,-1,-1,1,1,1,1.17235
-1,-1,0,-1,0,1,-1,0,1,1,-2.60343
-1,0,0,1,0,1,1,-1,0,0,1.44328
1,1,1,0,-1,-1,-1,0,1,0,8.637
1,1,0,-1,1,1,-1,-1,1,-1,5.31949
1,1,1,-1,-1,1,1,-1,0,-1,8.16788
-1,0,-1,-1,-1,-1,0,1,1,1,-8.49228
1,-1,-1,1,1,0,-1,1,0,1,-0.12408
-1,-1,1,-1,1,0,1,0,1,0,3.79795
-1,-1,1,0,1,-1,1,1,0,-1,-0.820194
1,0,1,1,-1,-1,0,0,-1,-1,5.09169
-1,1,0,1,0,0,1,1,-1,1,-1.49571
1,-1,1,1,0,-1,1,1,1,-1,2.97258
-1,1,1,0,-1,1,0,0,-1,1,-3.67399
1,-1,-1,0,-1,1,-1,-1,0,0,-3.34003
-1,1,0,1,0,-1,0,1,-1,-1,-4.63023
-1,0,0,0,-1,-1,0,-1,1,0,-8.8656
1,-1,0,1,0,1,1,-1,0,-1,0.66984
1,0,0,-1,0,1,0,0,-1,0,0.617628
-1,-1,-1,0,0,0,-1,-1,-1,1,-3.80921
-1,1,1,0,-1,0,0,-1,-1,0,-6.29635
-1,1,0,1,0,-1,-1,0,1,0,-4.71007
1,0,0,1,1,-1,0,-1,0,1,4.30865
1,1,0,1,1,1,1,1,-1,1,5.92072
1,1,1,-1,1,1,1,-1,-1,1,7.54095
1,1,1,1,0,1,0,0,0,0,8.87997
1,-1,1,0,-1,-1,-1,0,0,-1,2.04761
-1,-1,1,-1,1,-1,-1,0,0,-1,-0.950575
1,1,0,-1,-1,0,-1,-1,1,-1,4.8729
-1,1,1,-1,1,0,1,-1,1,0,-0.524623
-1,-1,0,-1,0,-1,1,-1,1,-1,-3.35164
-1,1,0,-1,-1,0,1,1,0,0,-7.01616
-1,-1,-1,1,-1,-1,-1,1,-1,0,-8.77346
1,0,0,0,1,1,-1,0,-1,-1,3.78545
1,0,1,0,-1,-1,1,-1,-1,0,5.47567
1,-1,0,0,0,1,1,-1,0,-1,2.07078
-1,0,-1,-1,-1,1,-1,0,1,1,-6.60354
-1,-1,-1,0,0,1,-1,-1,1,-1,-0.269774
-1,0,-1,-1,1,-1,0,0,1,-1,-2.84254
1,-1,0,1,1,-1,-1,0,0,1,1.48024
-1,-1,0,-1,-1,1,1,-1,1,1,-3.64283
-1,-1,-1,-1,1,-1,0,1,0,0,-1.69478
1,1,-1,-1,1,1,-1,1,-1,-1,1.47498
1,1,0,-1,-1,1,-1,-1,0,0,4.91857
-1,1,1,0,0,1,-1,0,1,1,-4.13283
1,0,0,-1,-1,-1,0,-1,0,0,0.695419
-1,-1,-1,1,0,0,0,-1,-1,0,-3.34429
1,1,-1,-1,0,-1,0,-1,0,1,2.23541
-1,-1,-1,0,1,-1,0,-1,1,0,-4.61479
-1,-1,0,0,0,-1,0,1,-1,0,-4.294
-1,0,-1,-1,1,0,1,1,1,1,1.17968
1,0,1,-1,-1,0,-1,-1,-1,-1,5.35982
1,0,1,-1,0,0,1,1,0,1,1.82911
-1,0,1,0,1,-1,-1,0,-1,0,-4.13968
-1,-1,-1,1,-1,1,0,1,0,-1,-3.49977
-1,0,-1,-1,-1,1,-1,0,1,1,-5.66719
1,1,0,1,1,0,-1,0,1,0,6.6321
1,-1,1,0,-1,-1,0,-1,1,-1,3.21673
1,0,0,0,-1,0,0,0,0,0,1.65651
1,1,0,1,0,0,-1,0,0,0,8.45536
-1,0,-1,0,0,0,1,-1,-1,-1,-1.68987
-1,1,1,0,0,1,-1,-1,1,1,-0.926093
1,-1,0,1,-1,1,1,1,-1,-1,1.81915
1,1,-1,-1,1,1,0,-1,1,1,0.624242
-1,0,0,0,-1,1,-1,0,-1,1,-6.13233
-1,0,1,-1,0,-1,-1,0,0,1,-6.21065
1,0,0,0,1,0,0,1,1,1,4.13789
1,-1,-1,0,0,-1,1,-1,-1,-1,-2.06471
1,0,0,-1,-1,1,0,1,0,-1,0.849538
1,1,-1,0,1,0,1,0,-1,-1,4.87983
1,-1,0,0,1,0,1,-1,-1,-1,-0.59868
-1,1,1,1,1,1,-1,1,1,-1,2.20023
1,-1,-1,0,1,1,1,0,0,0,-2.98122
-1,1,0,1,-1,-1,-1,0,0,0,-8.0033
-1,0,-1,1,1,0,0,0,-1,1,-0.045408
-1,-1,-1,-1,-1,1,1,1,1,-1,-2.19913
-1,1,-1,0,0,1,1,0,-1,1,-0.422104
-1,-1,-1,1,1,1,-1,-1,1,1,-0.698722
-1,1,1,-1,-1,-1,-1,-1,1,1,-9.31658
-1,0,-1,0,-1,0,0,0,1,-1,-5.14621
-1,1,1,1,1,1,1,0,-1,-1,3.22144
-1,1,1,1,1,0,1,-1,0,0,-0.076573
1,0,0,1,-1,0,-1,-1,1,0,1.7728
1,0,0,-1,1,1,1,1,0,1,2.0067
1,1,0,1,-1,-1,1,-1,-1,0,7.71291
1,0,1,0,1,-1,1,-1,0,0,4.136
1,0,-1,1,-1,1,1,-1,0,1,1.38245
1,0,0,-1,1,0,0,1,0,0,1.17604
-1,1,-1,0,1,-1,0,1,1,1,-2.12901
-1,0,-1,-1,1,-1,1,1,0,0,-1.96217
1,1,0,-1,0,-1,0,-1,1,1,3.9699
-1,1,-1,-1,-1,1,0,-1,-1,1,-5.84632
-1,-1,0,1,-1,0,1,-1,0,-1,-5.6435
1,-1,1,0,1,1,0,-1,1,1,0.816083
-1,1,1,-1,1,1,0,-1,0,-1,3.31015
1,1,1,1,1,1,0,0,-1,1,8.75949
1,1,1,0,1,1,0,1,-1,1,7.89892
-1,1,-1,0,-1,-1,0,1,0,1,-9.27087
-1,-1,-1,-1,0,0,-1,1,1,0,-4.87323
-1,0,0,-1,1,1,1,1,-1,0,4.20111
1,-1,1,1,-1,0,-1,-1,0,1,2.25924
-1,-1,-1,0,1,-1,0,1,0,1,-2.56654
1,1,0,-1,1,1,-1,1,-1,1,4.82726
1,0,1,-1,-1,0,1,1,0,1,3.7048
-1,1,1,-1,-1,0,0,0,1,-1,-6.17524
-1,0,-1,0,1,0,0,0,1,-1,1.33362
1,1,-1,0,1,0,-1,0,1,1,4.61109
-1,-1,0,0,0,1,0,0,-1,0,-0.333896
-1,0,-1,0,1,0,1,0,-1,-1,-0.156283
1,1,1,1,1,1,0,0,0,1,9.02591
-1,-1,1,-1,-1,1,0,1,0,0,-4.54507
1,1,0,-1,-1,1,-1,1,-1,0,5.10508
1,-1,1,0,0,-1,1,-1,1,0,0.450279
-1,1,-1,1,0,-1,0,0,-1,1,-3.21153
-1,-1,1,0,0,1,-1,0,0,1,-0.652862
-1,0,-1,-1,0,0,1,0,-1,0,-1.98248
1,0,-1,0,0,-1,-1,-1,1,1,0.916137
1,1,-1,-1,1,1,-1,0,-1,-1,2.306
-1,1,-1,0,-1,1,0,1,-1,0,-3.38329
1,0,0,-1,0,-1,-1,-1,1,1,2.60654
1,1,0,0,1,-1,1,0,0,-1,7.86434
-1,0,-1,0,-1,0,0,-1,-1,-1,-6.9346
1,0,1,0,-1,-1,0,-1,-1,-1,4.13973
1,0,1,1,0,1,-1,0,0,0,6.13346
1,1,-1,0,1,0,0,1,-1,1,5.42696
1,1,1,1,0,-1,0,0,1,1,7.79519
-1,1,0,1,1,1,-1,1,0,1,1.20452
-1,0,-1,-1,1,0,1,0,-1,1,1.63964
1,1,-1,0,0,-1,0,1,1,-1,4.6333
-1,1,-1,0,1,1,0,0,0,0,0.608515
1,-1,0,1,1,0,0,-1,-1,1,2.62832
-1,-1,0,0,-1,-1,0,0,-1,1,-8.7694
-1,-1,-1,-1,0,1,-1,1,1,1,-0.373038
1,1,1,1,0,-1,0,0,0,-1,9.09195
1,1,1,-1,0,0,1,-1,1,-1,5.1455
1,-1,1,-1,0,1,-1,0,1,1,0.281491
1,1,1,0,1,0,0,1,-1,1,9.293
1,-1,1,0,1,-1,-1,1,1,1,1.76632
1,0,-1,1,-1,0,1,1,-1,1,2.14025
1,-1,-1,-1,0,-1,0,1,-1,-1,-2.0472
1,1,-1,0,-1,0,1,0,0,0,4.90362
1,0,0,1,-1,-1,-1,1,-1,1,4.13935
-1,1,0,-1,1,1,0,-1,-1,1,0.941459
1,0,0,1,-1,0,1,0,1,1,4.17751
-1,1,0,1,0,1,-1,0,0,-1,1.10572
1,-1,0,1,0,-1,-1,1,0,1,-1.03389
-1,0,1,-1,1,1,0,-1,-1,1,0.975323
-1,0,-1,-1,0,0,-1,-1,-1,1,-4.39454
-1,1,0,1,0,0,1,-1,0,1,-1.47457
1,0,1,0,-1,1,1,1,-1,0,7.56602
1,0,1,0,1,-1,1,0,-1,-1,6.44721
-1,1,-1,0,1,1,0,0,-1,0,3.55367
-1,-1,0,1,0,1,0,1,-1,1,0.244759
1,0,0,0,-1,1,1,-1,-1,-1,3.76472
-1,1,1,-1,-1,0,-1,-1,-1,-1,-7.19665
1,0,-1,1,-1,-1,0,0,1,0,3.30176
1,1,1,0,-1,1,1,1,0,0,8.14776
1,0,-1,-1,0,1,1,-1,-1,1,1.02181
1,0,-1,1,-1,1,-1,1,1,1,3.37198
1,-1,-1,1,0,1,1,0,-1,0,-0.245981
-1,0,0,0,0,0,0,0,-1,-1,-3.65396
1,1,1,0,-1,-1,1,0,-1,-1,8.94417
1,-1,1,1,0,-1,0,0,1,0,3.65601
1,-1,0,-1,1,-1,0,0,-1,0,-0.149088
1,-1,1,-1,-1,0,-1,1,0,1,1.15734
1,-1,1,1,0,1,-1,0,1,0,4.36193
-1,1,0,0,0,1,1,-1,-1,1,1.08112
-1,1,1,0,0,-1,-1,0,1,-1,-5.18901
-1,0,-1,-1,-1,0,1,-1,0,-1,-3.44706
1,0,1,-1,1,-1,1,-1,1,1,5.55267
1,0,-1,-1,-1,1,-1,-1,-1,1,-0.194746
-1,0,1,1,0,1,1,0,-1,1,2.38904
1,-1,0,1,0,0,0,0,0,0,2.31009
-1,-1,0,1,-1,-1,1,-1,0,-1,-7.77557
1,0,0,1,1,1,-1,1,0,0,3.98945
1,-1,0,0,0,0,0,0,0,-1,-0.674954
-1,1,-1,-1,0,-1,0,0,0,-1,-6.3212
-1,-1,-1,1,-1,0,0,1,0,1,-5.24835
-1,-1,-1,0,-1,0,-1,1,-1,1,-5.67155
1,-1,1,0,0,1,-1,-1,1,1,1.35763
-1,1,1,1,0,-1,1,0,-1,0,-4.54349
1,0,-1,-1,-1,1,0,1,-1,-1,0.762709
-1,-1,1,-1,0,0,0,-1,1,0,-3.59703
1,0,0,-1,-1,1,0,0,-1,-1,0.733369
-1,0,0,0,-1,1,0,1,-1,1,-3.72684
-1,0,-1,1,1,1,0,0,-1,1,1.1879
1,1,1,-1,1,0,-1,1,1,0,5.81232
1,1,-1,-1,0,1,1,1,0,0,1.88873
-1,-1,-1,-1,-1,1,1,1,-1,-1,-2.72946
1,-1,0,1,-1,0,1,1,1,-1,0.239138
-1,0,1,0,0,0,-1,1,0,1,-4.58775
-1,1,1,-1,0,1,1,1,-1,0,-1.42523
-1,-1,-1,0,0,-1,0,0,-1,0,-4.87412
-1,-1,-1,-1,-1,1,-1,-1,0,0,-5.08493
1,1,-1,0,1,-1,0,-1,-1,1,4.48616
-1,0,0,1,-1,-1,0,-1,0,0,-6.46358
1,1,0,1,1,1,-1,1,0,0,6.86365
1,-1,-1,1,0,-1,-1,0,0,1,-0.32293
-1,1,0,1,-1,-1,-1,0,0,0,-7.83275
-1,1,-1,0,-1,1,1,-1,0,1,-3.82314
1,1,0,-1,1,1,0,0,0,1,6.03388
-1,1,-1,0,0,-1,1,1,1,-1,-4.30781
1,-1,0,-1,-1,-1,-1,-1,-1,1,0.419663
1,1,1,1,-1,-1,0,0,0,-1,8.48046
1,0,1,-1,0,1,0,0,0,-1,3.2181
-1,-1,0,-1,1,0,1,0,0,0,1.75391
1,1,1,1,0,1,1,-1,-1,1,8.54156
-1,0,-1,-1,-1,1,1,0,-1,1,-1.22536
1,1,-1,-1,-1,0,1,0,0,1,4.23979
-1,1,-1,0,1,0,1,0,1,-1,1.68596
1,1,1,-1,1,-1,-1,-1,0,0,7.53655
-1,-1,1,0,0,-1,1,0,1,1,-3.48132
-1,-1,1,-1,1,1,-1,1,1,0,4.04614
1,0,0,0,1,-1,0,1,1,0,4.10493
1,1,-1,-1,0,-1,-1,1,0,1,3.36856
1,1,0,-1,0,0,1,1,-1,0,5.06467
1,1,1,-1,0,0,0,1,-1,1,6.23118
-1,1,0,1,1,0,1,-1,0,-1,1.60105
1,-1,1,1,0,-1,0,0,0,0,4.51399
1,-1,0,0,0,1,-1,-1,1,1,-0.292078
1,0,0,-1,-1,1,0,1,0,1,2.33568
-1,1,1,-1,0,1,1,1,0,1,-0.636856
-1,1,0,1,1,1,1,0,0,0,3.72507
-1,0,0,-1,-1,0,1,-1,-1,1,-6.20565
-1,1,-1,-1,-1,0,0,1,0,0,-6.86042
1,1,0,1,1,0,1,1,0,1,7.28625
-1,1,-1,0,-1,-1,1,0,1,-1,-7.40501
-1,-1,-1,0,0,-1,-1,1,0,1,-6.57449
1,1,1,1,1,1,-1,0,0,0,8.58171
1,0,0,0,-1,1,0,-1,0,-1,3.41048
1,1,-1,-1,1,1,-1,0,-1,0,2.54614
1,0,0,1,-1,-1,0,-1,1,1,5.32079
1,0,0,-1,-1,0,1,0,0,0,1.2125
1,0,0,1,-1,0,-1,-1,1,1,3.44591
-1,0,0,-1,-1,1,0,0,-1,1,-6.26306
1,-1,0,0,-1,1,-1,0,-1,0,0.053
1,-1,-1,-1,1,-1,1,1,0,1,-1.15166
-1,1,0,-1,-1,0,1,1,-1,0,-5.20444
-1,-1,0,-1,-1,1,0,1,-1,-1,-4.43575
1,-1,0,1,-1,0,1,0,1,0,0.810137
-1,0,0,0,-1,-1,1,-1,-1,-1,-6.74022
1,1,0,1,0,-1,1,-1,0,1,5.75922
-1,-1,0,0,1,1,-1,-1,1,1,-0.409467
-1,-1,-1,1,-1,0,-1,0,1,-1,-6.7774
-1,1,-1,1,0,-1,-1,1,1,0,-5.80088
-1,1,1,-1,1,-1,0,1,0,1,-2.74762
-1,-1,0,-1,0,0,0,-1,1,0,-2.82031
-1,1,0,-1,-1,-1,0,-1,1,1,-7.52494
1,1,1,0,-1,-1,1,-1,-1,-1,5.84325
-1,1,0,0,0,0,1,1,0,1,-2.60123
1,1,1,-1,0,1,0,0,-1,1,7.99035
-1,0,-1,1,-1,1,-1,1,1,-1,-5.6777
1,1,0,0,0,-1,1,0,-1,1,6.07832
1,0,1,-1,-1,-1,-1,1,0,1,4.00795
-1,0,1,-1,0,1,0,0,0,1,-1.51893
1,-1,-1,1,0,1,-1,1,0,0,-0.475533
1,-1,1,0,-1,0,0,1,1,1,2.39814
-1,1,1,-1,-1,0,1,1,0,0,-5.47583
1,1,1,1,0,0,0,0,0,1,11.4068
1,1,0,-1,1,1,1,1,-1,1,5.16592
-1,1,1,0,1,1,0,-1,1,0,3.0681
-1,0,1,0,0,-1,-1,1,0,0,-5.38721
1,0,0,-1,1,1,1,1,1,-1,1.37129
-1,-1,1,1,1,-1,1,-1,1,0,-0.051763
-1,0,-1,0,0,1,1,1,-1,0,1.07813
-1,1,1,1,-1,1,-1,1,-1,-1,-4.22205
-1,-1,-1,0,0,0,1,0,0,-1,-1.19513
1,1,-1,0,1,0,0,0,-1,-1,3.7722
1,0,-1,1,1,0,0,0,0,-1,1.56213
1,-1,-1,1,0,0,-1,1,1,1,-0.473812
-1,0,0,0,-1,-1,1,1,-1,-1,-6.93884
-1,0,1,0,0,0,0,1,-1,0,-2.75006
-1,-1,-1,-1,-1,1,-1,-1,1,1,-7.00518
1,1,0,-1,0,-1,-1,1,0,0,3.51095
1,-1,1,0,1,-1,0,-1,-1,1,3.21432
1,-1,1,0,1,1,0,-1,1,0,1.74264
-1,0,0,-1,-1,0,-1,1,1,1,-8.51313
1,-1,1,1,-1,-1,1,-1,-1,1,3.48777
-1,-1,0,-1,-1,-1,1,-1,-1,0,-7.78813
-1,1,-1,-1,-1,-1,0,1,1,1,-6.47495
-1,-1,-1,0,1,1,1,-1,-1,1,1.80144
1,0,0,1,-1,-1,0,-1,1,-1,2.8542
-1,-1,1,0,-1,1,-1,0,0,1,-3.21559
1,-1,1,-1,0,0,-1,0,0,1,1.00104
1,1,1,0,1,-1,0,-1,-1,1,8.10371
1,0,-1,-1,0,0,-1,0,1,1,0.403029
-1,1,1,-1,1,1,-1,-1,-1,0,2.2683
-1,-1,1,-1,-1,1,-1,0,-1,0,-5.94035
-1,-1,0,-1,-1,-1,0,-1,0,-1,-7.5016
-1,1,1,0,1,-1,-1,-1,1,-1,-3.66975
-1,-1,0,1,1,-1,-1,1,1,1,-1.98048
-1,0,-1,0,1,-1,1,-1,0,-1,-2.17662
1,1,-1,1,-1,1,-1,-1,1,1,4.64911
1,1,-1,1,0,0,0,-1,-1,0,4.89874
-1,0,1,-1,-1,1,1,-1,-1,-1,-2.55512
1,0,-1,-1,1,1,0,1,0,0,0.162373
-1,1,1,-1,0,1,-1,-1,-1,0,-2.02088
1,1,-1,-1,1,1,-1,-1,0,1,1.38747
-1,-1,1,0,0,1,1,0,0,0,-0.330223
-1,-1,0,1,-1,0,1,1,0,1,-3.37517
-1,1,0,-1,1,0,0,0,1,-1,-1.06667
-1,-1,1,1,0,0,1,1,0,1,-2.07396
-1,-1,0,-1,0,1,0,-1,-1,1,-2.59139
-1,-1,0,1,1,-1,-1,1,-1,-1,-2.66091
1,0,0,-1,-1,-1,0,-1,0,-1,0.849992
-1,1,-1,-1,0,1,1,1,1,0,1.07971
-1,0,1,1,0,1,-1,1,1,0,-2.14766
1,1,-1,0,1,0,1,1,0,0,3.63396
1,1,-1,-1,0,0,-1,0,-1,0,4.96098
1,0,-1,-1,-1,1,-1,-1,-1,1,1.37566
-1,-1,0,0,-1,1,0,1,0,-1,-5.5639
1,-1,1,0,1,-1,-1,0,-1,1,2.9096
-1,-1,1,0,-1,1,1,1,0,1,-3.03919
1,0,0,1,1,-1,1,0,1,1,4.7799
-1,1,-1,1,0,1,-1,-1,1,1,-0.766423
1,-1,-1,1,0,1,1,0,-1,-1,-0.996558
1,1,0,1,1,1,1,0,0,-1,5.91524
-1,-1,1,-1,0,-1,-1,0,1,0,-7.18234
1,-1,0,0,1,0,0,0,-1,0,1.73153
-1,1,-1,-1,0,1,1,-1,0,-1,-1.58658
-1,0,0,1,0,-1,1,-1,1,1,-4.85377
1,1,-1,0,0,1,0,0,-1,-1,3.46103
1,1,1,-1,0,0,-1,-1,0,-1,7.13971
1,-1,-1,1,0,0,-1,0,-1,0,-2.05433
-1,0,0,0,-1,-1,-1,-1,-1,1,-6.34393
-1,-1,1,0,1,0,1,1,1,-1,1.9492
1,-1,0,0,1,1,1,0,-1,1,-1.60791
1,0,-1,1,-1,1,1,-1,0,-1,3.08673
-1,-1,0,1,0,-1,0,1,1,0,-4.24567
1,-1,0,-1,0,-1,-1,-1,0,1,-1.79261
1,1,0,1,1,0,0,1,0,-1,9.74173
-1,-1,0,-1,-1,0,1,-1,1,-1,-7.47481
1,1,-1,-1,-1,-1,0,1,0,-1,1.74366
-1,0,-1,0,1,0,1,1,-1,1,1.80263
-1,1,1,-1,-1,1,-1,0,0,1,-3.30737
-1,0,1,-1,1,-1,0,1,0,-1,-3.36528
1,1,0,0,-1,-1,1,1,0,-1,5.96512
1,0,1,1,-1,1,0,1,1,1,6.09316
-1,-1,0,-1,-1,0,1,0,1,-1,-5.12204
-1,0,-1,-1,-1,-1,0,1,-1,1,-7.91778
-1,-1,0,0,1,1,1,1,0,-1,4.01552
-1,-1,1,0,1,-1,-1,1,0,-1,-4.04365
1,0,-1,1,-1,-1,-1,-1,1,1,0.186659
-1,-1,-1,1,0,-1,0,1,0,-1,-4.41405
1,1,0,-1,0,-1,1,-1,1,0,6.57058
-1,1,0,1,-1,0,1,-1,0,0,-5.22917
-1,1,1,0,0,-1,-1,1,1,1,-6.08854
1,1,1,1,1,0,1,-1,-1,1,8.98584
-1,0,1,-1,0,0,1,0,1,0,-1.45939
-1,1,1,-1,0,0,1,-1,1,-1,-2.22584
1,1,0,0,1,0,-1,0,-1,1,6.6147
-1,0,1,1,0,1,1,0,1,1,-0.712392
1,-1,1,-1,-1,1,-1,0,0,1,0.793317
1,1,-1,1,-1,1,-1,-1,1,0,5.29516
1,0,1,1,-1,1,0,0,-1,-1,5.6176
-1,0,1,0,0,0,1,-1,0,0,-3.55233
-1,-1,0,1,-1,0,1,-1,-1,0,-5.16742
-1,0,-1,0,1,1,1,1,0,1,3.03034
-1,-1,0,0,0,1,0,-1,-1,1,0.303764
1,0,-1,1,0,0,1,-1,1,0,1.791
1,0,1,-1,1,0,-1,1,0,-1,4.87745
1,-1,-1,0,-1,1,0,1,0,1,-2.67116
-1,-1,0,0,1,-1,1,1,0,1,-1.00031
-1,1,1,1,1,1,1,1,-1,-1,2.10646
1,0,1,-1,-1,0,-1,1,0,0,4.35922
-1,0,-1,0,-1,-1,1,1,-1,1,-7.39919
1,0,0,-1,0,1,0,1,-1,1,0.614522
-1,0,-1,-1,-1,-1,0,0,-1,0,-8.79375
-1,0,1,0,1,-1,-1,-1,1,-1,-4.13788
1,-1,0,0,-1,0,0,0,-1,-1,-0.864772
1,-1,1,-1,-1,1,0,1,1,-1,-0.507899
-1,0,-1,1,1,1,0,0,-1,1,1.33063
-1,1,0,0,1,-1,1,-1,0,0,-1.8654
-1,0,0,0,1,-1,0,-1,-1,1,-2.14746
1,-1,-1,1,-1,-1,0,1,-1,-1,-1.22834
1,1,-1,0,-1,-1,1,-1,0,-1,2.31303
1,-1,-1,1,-1,0,-1,0,1,-1,-1.58204
-1,0,1,1,0,0,0,0,1,0,-2.18736
-1,0,0,1,1,1,-1,1,0,1,2.20366
-1,0,0,1,1,1,-1,1,0,0,1.88895
-1,1,-1,0,-1,0,1,0,1,0,-4.63017
-1,-1,0,-1,0,-1,0,-1,1,0,-4.16605
-1,-1,0,1,0,0,-1,1,1,0,-2.58976
-1,0,1,0,1,1,1,-1,1,1,3.14668
1,0,1,0,-1,0,1,-1,0,-1,5.93867
-1,0,-1,-1,0,1,0,1,-1,0,-0.097653
-1,1,1,1,0,-1,1,-1,1,1,-3.46857
1,0,-1,0,0,1,0,1,0,-1,1.70534
-1,1,1,1,0,1,1,1,-1,0,1.33046
1,-1,0,0,0,-1,0,1,1,0,0.229181
1,0,-1,-1,0,-1,-1,1,-1,1,-1.61118
-1,0,1,-1,1,-1,0,-1,0,0,-2.39708
-1,-1,-1,1,1,-1,-1,-1,1,0,-3.56999
1,1,1,1,-1,-1,0,-1,0,-1,9.62545
1,0,-1,-1,0,-1,0,0,-1,-1,-0.187266
1,-1,0,0,0,1,0,0,1,1,0.872526
-1,1,1,1,1,0,-1,-1,0,0,-1.40174
1,0,-1,-1,-1,1,-1,1,-1,1,0.229021
-1,-1,1,1,1,0,0,1,0,-1,1.99414
1,-1,-1,-1,0,1,1,1,0,-1,-5.20997
1,0,1,0,0,-1,0,0,0,-1,6.1825
-1,1,0,-1,1,1,-1,1,0,0,0.01995
-1,0,-1,0,0,-1,-1,1,0,0,-5.89891
-1,0,1,1,0,1,0,-1,1,1,-1.14768
-1,0,1,-1,0,-1,0,1,1,1,-6.68287
1,0,1,0,1,0,-1,0,1,-1,4.80444
-1,1,-1,-1,0,-1,-1,1,1,-1,-3.50114
1,0,-1,-1,1,0,1,0,0,1,0.072453
-1,1,0,1,-1,-1,-1,0,-1,1,-9.8321
1,1,-1,0,1,-1,-1,0,0,0,3.88685
1,-1,1,1,-1,1,1,0,0,1,3.19864
-1,0,0,-1,1,0,0,-1,-1,-1,1.00398
1,-1,-1,-1,0,0,1,1,0,-1,-3.74032
-1,-1,-1,1,-1,0,0,0,1,-1,-4.95778
-1,1,-1,1,-1,1,1,1,-1,0,-4.90075
1,0,0,1,-1,1,1,0,1,1,4.39982
-1,0,1,-1,1,-1,1,1,0,-1,-0.516301
1,1,0,0,1,0,1,-1,-1,1,6.84517
-1,-1,1,1,0,1,1,0,-1,-1,-1.42483
-1,1,-1,-1,1,-1,-1,0,-1,0,-3.63888
1,0,1,-1,1,1,0,1,1,1,4.72267
1,1,-1,0,1,-1,1,1,1,0,4.27563
1,0,0,-1,-1,1,0,0,-1,1,0.602213
-1,1,-1,1,0,0,0,-1,1,1,-3.15496
-1,1,-1,-1,1,-1,0,1,0,0,-3.32743
-1,1,1,0,-1,0,0,0,1,-1,-6.91003
-1,-1,1,-1,-1,-1,-1,0,0,1,-10.0166
1,1,0,-1,1,1,-1,1,1,0,4.87634
-1,1,0,-1,-1,-1,0,0,0,1,-7.31026
1,-1,-1,-1,0,-1,-1,-1,0,-1,-1.0582
1,1,0,0,1,0,-1,0,0,0,5.30012
1,0,1,-1,-1,-1,1,-1,0,-1,5.03897
1,1,0,0,-1,-1,1,-1,1,1,6.26945
1,0,-1,1,0,1,-1,-1,1,0,2.77497
1,-1,0,-1,0,0,0,1,1,-1,-1.54251
1,-1,1,-1,1,-1,0,0,0,-1,0.342704
1,-1,1,1,1,-1,-1,0,1,1,3.47749
-1,1,0,1,1,0,-1,0,1,0,-0.553001
-1,0,0,-1,0,-1,0,1,0,0,-6.04346
1,1,1,1,0,1,0,-1,0,0,10.6414
-1,0,-1,0,1,0,-1,-1,-1,-1,-2.05555
-1,0,1,0,1,0,-1,1,0,-1,-0.545935
-1,-1,1,-1,-1,-1,1,0,-1,0,-7.92704
-1,1,0,1,0,0,1,1,0,1,-3.12776
1,0,0,-1,-1,1,0,1,1,-1,3.34754
-1,-1,-1,0,1,-1,1,-1,0,1,-0.616427
-1,1,1,-1,1,1,-1,-1,0,1,0.753717
-1,0,1,-1,0,1,1,-1,1,-1,0.102747
1,1,1,1,1,0,-1,-1,1,-1,8.30641
1,-1,1,0,-1,0,1,0,0,1,3.25956
-1,1,-1,1,0,-1,1,-1,-1,1,-2.94139
-1,0,1,0,0,0,-1,0,1,-1,-4.44788
1,1,-1,1,-1,-1,1,-1,0,-1,4.79647
-1,0,1,-1,0,0,-1,-1,0,-1,-4.85287
1,0,0,1,0,0,0,1,1,1,3.55839
1,1,0,1,0,-1,0,1,0,1,5.73494
1,0,-1,1,0,1,-1,1,-1,1,2.82283
-1,1,0,-1,0,0,1,1,0,1,-2.9173
-1,-1,0,0,0,1,1,1,0,1,0.284591
-1,-1,1,-1,1,-1,1,1,1,-1,-1.15348
1,0,0,1,1,0,0,-1,1,-1,3.69319
-1,-1,1,-1,1,-1,0,1,-1,-1,-2.59989
-1,-1,-1,1,-1,1,0,1,-1,0,-4.66953
-1,-1,-1,-1,1,1,-1,0,0,1,3.35181
-1,1,-1,0,-1,-1,1,0,0,0,-6.58849
1,-1,-1,1,-1,0,1,0,-1,1,-1.18972
1,-1,0,-1,0,0,0,-1,-1,1,0.583671
-1,1,0,-1,0,1,1,0,1,0,0.351416
1,0,1,-1,0,0,0,1,1,-1,4.14203
-1,-1,1,-1,0,0,0,0,1,-1,-0.296639
-1,1,1,1,0,1,0,-1,0,-1,-1.93071
1,-1,0,-1,0,0,0,0,1,0,-0.666385
1,1,0,1,-1,-1,1,0,1,1,7.68959
1,-1,0,1,1,1,1,1,-1,-1,2.39024
